time,n_source,od,fluorescence,phi,growth_rate,production_rate
1.9225,Ace caa,0.094783333,9.666666667,107.76636,0.066116656,0.208507316
2.197222222,Ace caa,0.095883333,9.666666667,106.551883,-0.004890007,-0.137001142
2.471666667,Ace caa,0.097516667,10,108.8635831,0.009346794,-5.473323255
2.746388889,Ace caa,0.09745,9.666666667,104.7763081,0.069967135,-1.953144847
3.021111111,Ace caa,0.0991,10.5,111.0503579,0.006322926,-4.264872319
3.295555556,Ace caa,0.098933333,10,106.7092886,0.0374761,-7.452990264
3.570277778,Ace caa,0.100433333,10,104.9891037,-0.011145836,18.8550118
3.845,Ace caa,0.100666667,9.833333333,103.1474536,0.060591043,-5.331049275
4.119444444,Ace caa,0.102,10,103.2254028,-0.023365662,5.239753662
4.394166667,Ace caa,0.1028,10,101.7564839,0.039764314,-5.185242799
4.668888889,Ace caa,0.1027,9.833333333,100.6722431,0.048854221,0
4.943333333,Ace caa,0.102116667,10,103.0048587,0.002002365,0
5.218055556,Ace caa,0.103666667,10,101.3119587,-0.018642864,5.994796517
5.492777778,Ace caa,0.1044,10,99.87364076,0.051489353,-5.766857486
5.767222222,Ace caa,0.103716667,10,100.9457013,0.030211282,0
6.041944444,Ace caa,0.103966667,10,100.2638273,0.009236403,0
6.316666667,Ace caa,0.1064,10,97.65434979,-0.007428007,-6.877547558
6.591111111,Ace caa,0.105816667,10,98.20778107,0.077235572,-5.129116971
6.865833333,Ace caa,0.1057,10.16666667,100.3570512,-0.037790643,11.96949987
7.140555556,Ace caa,0.1075,10,96.41752341,-0.006069002,-10.79060781
7.415,Ace caa,0.108516667,9.666666667,92.31847364,0.082911217,4.126187044
7.689722222,Ace caa,0.108183333,9.666666667,91.84872862,-0.006237145,11.96152735
7.964444444,Ace caa,0.107083333,10,96.97684586,-0.026975476,-5.617157623
8.238888889,Ace caa,0.10945,10,93.70229098,0.056470897,17.86025793
8.513611111,Ace caa,0.108733333,9.666666667,91.71553073,0.021306418,-5.713766674
8.788055556,Ace caa,0.109,9.666666667,91.02656265,0.015482331,-0.055920097
9.062777778,Ace caa,0.110116667,10.33333333,95.47422351,-0.001600814,0.901534769
9.3375,Ace caa,0.1106,10.33333333,96.21275905,0.02052464,-11.39485697
9.611944444,Ace caa,0.110016667,10.16666667,94.58435765,0.020805466,4.73208729
9.886666667,Ace caa,0.112383333,10.16666667,92.24306151,0.023378235,-10.17341088
10.16138889,Ace caa,0.11265,10.5,95.24497221,0.051942476,5.001429575
10.43583333,Ace caa,0.111933333,10.5,96.19194577,-0.011501959,0
10.71055556,Ace caa,0.11535,9.833333333,87.11037084,0.05435549,-4.385061241
10.98527778,Ace caa,0.114516667,9.833333333,87.71299833,0.03155533,4.413070073
11.25972222,Ace caa,0.11425,10.16666667,90.50983233,-0.005395957,5.217246129
11.53444444,Ace caa,0.114933333,9.833333333,87.52898006,0.000475555,-10.41499412
11.80916667,Ace caa,0.1164,10,87.26758146,0.039717473,0.310904368
12.08361111,Ace caa,0.116183333,10,87.08049367,0.059266896,10.04921426
12.35833333,Ace caa,0.117883333,10,86.01694265,-0.02670886,-4.544053357
12.63305556,Ace caa,0.117833333,9.833333333,84.48954036,0.038167204,9.542342604
12.9075,Ace caa,0.118516667,10,85.21645769,0.046459647,5.321696557
13.18222222,Ace caa,0.12095,9.833333333,82.39015687,0.011163674,0.431385577
13.45694444,Ace caa,0.12145,10.16666667,84.25958478,-0.010182182,-9.985562012
13.73138889,Ace caa,0.12115,10.16666667,84.98578253,-0.021063184,9.272600524
14.00611111,Ace caa,0.121866667,10.16666667,84.36011636,0.065373094,9.816721804
14.28083333,Ace caa,0.121583333,11,91.03555907,0.057539868,0.248556224
14.55527778,Ace caa,0.12405,11,89.16626278,0.045353169,10.07831387
14.83,Ace caa,0.124366667,10.33333333,83.43957721,0.013827802,5.218596173
