time,cumate,od,fluorescence,phi,growth_rate,production_rate,od_se,fluorescence_se,phi_se,growth_rate_se,production_rate_se
6.849722222,500,0.303377778,81.11111111,282.230668,0.026839464,14.47850094,0.022654744,1.147998796,25.07840895,0.008882121,3.090344752
7.135277778,500,0.304866667,81,279.9536027,0.016915224,15.93326635,0.02299532,0.763762616,23.7969983,0.009780461,2.980773896
7.420555556,500,0.309555556,82,278.2167075,0.029858841,16.26796247,0.022714913,0.645497224,22.96491752,0.010434273,2.047239918
7.706111111,500,0.311644444,82.88888889,278.9201846,0.00960022,12.12633672,0.022992216,0.484322105,22.12993101,0.007640531,2.802139626
7.991388889,500,0.314044444,83.77777778,279.4414827,0.023455763,19.58513926,0.02347094,0.493788579,21.34915294,0.011514963,2.595037878
8.276944444,500,0.314722222,85.11111111,283.2699718,0.018216393,12.01303983,0.023648713,0.309320242,21.55659317,0.010521304,3.573985575
8.562222222,500,0.318411111,86.33333333,283.5333128,0.012882038,13.53771946,0.023449209,0.333333333,21.17484202,0.008290966,3.277667251
8.847777778,500,0.320311111,87.55555556,285.5946403,0.006863819,10.92020781,0.023598408,0.337931252,20.94029903,0.006869945,2.693232874
9.133055556,500,0.319866667,88.66666667,290.0461231,0.014446372,14.5760567,0.023912764,0.333333333,21.6740251,0.010303858,4.061252192
9.418333333,500,0.322244444,90.44444444,293.1582356,0.019409415,12.8357434,0.023761992,0.412011027,21.34265116,0.012371698,2.757312263
9.703888889,500,0.324933333,91.55555556,293.7584546,0.0049014,13.99679956,0.023956372,0.603487805,20.52852177,0.008017797,4.1514485
9.989166667,500,0.325988889,93,297.9134016,0.012964829,10.11539089,0.024357565,0.5,21.31086544,0.008643843,3.135022911
10.27472222,500,0.325811111,94.33333333,302.5364969,0.003118987,11.10236198,0.024570768,0.552770798,21.78609607,0.010037368,2.948151753
10.56,500,0.328577778,95.66666667,303.5271047,0.000969597,10.90647007,0.024140352,0.600925213,21.27556624,0.014019165,5.243487931
10.84555556,500,0.329133333,96.66666667,306.1341915,0.010845893,5.567754114,0.024204201,0.645497224,21.39978154,0.009352445,3.508860482
11.13083333,500,0.329466667,97.33333333,307.8239124,0.005322877,6.899629079,0.024113701,0.623609564,21.48984778,0.013252005,2.940608373
11.41611111,500,0.329311111,98.55555556,311.8459916,0.001995058,12.37478396,0.023796472,0.603487805,22.07235957,0.013794853,2.4429373
11.70166667,500,0.3314,98.88888889,310.7852518,-0.006372857,8.325012518,0.023574009,0.65499034,22.18078021,0.010257689,3.242377437
11.98694444,500,0.331111111,99.77777778,314.3037433,0.010917613,2.143948102,0.023708809,0.464811126,23.02305051,0.011487545,3.74526088
12.2725,500,0.329466667,100.4444444,318.4506415,0.024145951,19.11394447,0.024106235,0.603487805,23.6658417,0.018246266,5.760985992
12.55777778,500,0.332122222,101,316.8915952,0.022842108,42.05149957,0.023342919,0.687184271,23.2165758,0.013153406,25.4167481
