time,cumate,od,fluorescence,phi,growth_rate,production_rate,od_se,fluorescence_se,phi_se,growth_rate_se,production_rate_se
12.84333333,500,0.332311111,101.3333333,317.929044,0.04236876,89.53859488,0.023566958,0.78173596,23.49243034,0.023370929,49.77895372
13.12861111,500,0.331133333,102.6666667,323.8829154,0.065217965,159.6354706,0.02383895,0.912870929,24.71047082,0.029869067,72.38939795
13.41416667,500,0.332422222,103.3333333,323.8502487,0.085247906,238.1089835,0.023162588,0.897527468,23.92223469,0.038117837,88.65070079
13.69944444,500,0.333611111,104,324.6595184,0.116663736,300.1846273,0.023299681,0.881917104,23.75706692,0.045333652,107.7432369
13.98472222,500,0.333755556,104.4444444,326.3792861,0.144519162,341.9554504,0.023630742,1.068632448,24.52335748,0.052049756,115.3367712
14.27027778,500,0.3329,105.4444444,330.2426077,0.174428237,374.0995671,0.023762242,1.028903288,24.4463711,0.052616089,114.9359932
14.55555556,500,0.334488889,106.2222222,330.1321052,0.187108935,366.8634216,0.023161777,0.982878112,23.40090047,0.050455204,114.8080212
0,1000,0.0903,9,100.0228236,0.496435351,1535.603868,0.001755151,0.166666667,2.933312908,0.105416423,296.1116979
0.285555556,1000,0.098033333,15.44444444,157.4321,0.462578731,1444.468095,0.001774198,0.444444444,2.804377123,0.048663265,140.901045
0.571111111,1000,0.103311111,36.22222222,346.0980477,0.430893487,1312.038527,0.002152934,4.232079138,35.47432644,0.055771391,115.6902066
0.856388889,1000,0.114177778,73,624.3721876,0.438691434,1043.096633,0.003332032,9.39562546,66.85476552,0.055987239,235.013655
1.141944444,1000,0.128166667,116.7777778,884.3243442,0.428739524,739.6551578,0.005178481,14.82656941,84.46679672,0.086077624,305.8207731
1.427222222,1000,0.145555556,165.7777778,1102.404343,0.40371151,418.7296036,0.007268809,20.74700633,94.30582757,0.08988536,320.7046381
1.712777778,1000,0.164611111,228.5555556,1346.576401,0.344157078,131.8696706,0.010071294,27.02576503,90.95124252,0.087989723,297.139878
1.998055556,1000,0.189655556,282.8888889,1450.237312,0.209529177,-128.2726789,0.012762131,33.11991866,91.34969463,0.074627437,233.063458
2.283611111,1000,0.214344444,332.6666667,1520.080959,0.148736118,-306.1356298,0.015810537,37.73113951,90.8766383,0.064233601,169.7530451
2.568888889,1000,0.233144444,372.4444444,1582.87004,0.052375674,-454.1788931,0.0182421,40.47396664,104.3679325,0.030296967,102.6344907
2.854166667,1000,0.244911111,395.5555556,1609.804706,0.06074409,-519.0375526,0.018335549,41.38072254,113.8511572,0.028768665,59.8889192
3.139722222,1000,0.257688889,402.3333333,1567.596148,0.019105048,-512.4187238,0.019402845,41.73960283,119.4574647,0.015433621,37.01109427
3.425,1000,0.263133333,383.5555556,1472.453865,0.026194634,-474.8709236,0.019354514,40.04480515,121.3067148,0.017827798,38.32161934
3.710555556,1000,0.267922222,349.7777778,1327.968179,0.037064403,-374.4411233,0.019217135,38.12908549,123.6959214,0.021946508,39.15320241
3.995833333,1000,0.272444444,306.6666667,1154.908508,0.033701053,-287.5058626,0.019773854,34.98610835,119.6443068,0.023041571,35.18147751
4.281388889,1000,0.279744444,261.6666667,972.0607058,0.039808227,-207.9062853,0.020843272,30.21818805,110.962162,0.012354866,29.98906643
4.566666667,1000,0.279866667,218.1111111,816.6251387,0.016836817,-139.482445,0.02083304,25.22919629,98.75659887,0.006144353,22.2458622
4.851944444,1000,0.279866667,182.7777778,688.9058832,0.03250803,-90.81341125,0.021016554,20.52896178,85.13863176,0.014278751,14.00922941
5.1375,1000,0.280733333,154.3333333,582.514019,0.0325632,-55.6121733,0.021156054,16.11589967,71.34598238,0.013483288,9.713436295
5.422777778,1000,0.284477778,133,494.1184944,0.026765839,-30.19478644,0.020775238,12.1426704,56.67966963,0.015554349,8.546294861
5.708333333,1000,0.283333333,117.2222222,436.7377975,0.025774555,-20.29519294,0.020485727,8.950136215,46.54868029,0.01109338,6.106909069
5.993611111,1000,0.282755556,106,395.2410071,0.040628841,-7.187438045,0.020289605,6.529846008,39.30585423,0.012580291,6.105945057
6.279166667,1000,0.285855556,99.22222222,365.3114358,0.03125859,1.454183835,0.020283964,4.79229062,34.06644221,0.012051873,4.265894058
6.564444444,1000,0.290177778,94.22222222,340.4130917,0.022605516,3.303194273,0.020140781,3.443100096,29.44561589,0.012875119,2.91944232
6.849722222,1000,0.292,91.33333333,327.4727098,0.041329065,12.55870237,0.020461651,2.43241992,26.76675699,0.012011198,3.201983528
7.135277778,1000,0.293022222,89.66666667,320.2276829,0.024188667,14.42054087,0.020735495,2,25.5331295,0.009662069,2.413882078
7.420555556,1000,0.298988889,88.88888889,310.3263935,0.021243734,13.18993819,0.020860419,1.522465512,23.64932006,0.009011246,2.442334663
7.706111111,1000,0.300477778,88.33333333,305.7318043,0.012600423,20.95697056,0.0204787,1.092906421,21.78710101,0.011999502,3.122787778
7.991388889,1000,0.3019,89.33333333,307.6775646,0.028318618,12.95719127,0.020935138,0.897527468,21.39349919,0.014740424,3.322654816
8.276944444,1000,0.303233333,90,308.1670595,0.028770201,18.22985502,0.020991136,0.866025404,20.68116123,0.012829624,2.166152198
8.562222222,1000,0.308244444,91.11111111,306.3463439,0.001931903,8.49792651,0.021003863,0.771802444,19.91991133,0.011008712,2.474409034
8.847777778,1000,0.308866667,92.33333333,309.7166607,0.024809488,12.48854631,0.021044279,0.745355992,19.92937737,0.014786941,3.039652266
9.133055556,1000,0.307822222,93.77777778,315.790829,0.016940956,15.40257227,0.021108179,0.702728369,20.47797396,0.01190118,4.688077821
9.418333333,1000,0.311677778,95.11111111,315.4694973,0.009239717,14.93228746,0.020862352,0.857069368,19.37883577,0.013799224,4.62739416
9.703888889,1000,0.313933333,95.88888889,315.7853106,0.004197688,17.21350416,0.020653329,0.7895928,19.82918065,0.009517409,3.906196378
9.989166667,1000,0.314533333,97.22222222,319.7002095,0.024683894,13.57122402,0.021045229,0.939529696,19.95909691,0.015402479,3.857085547
10.27472222,1000,0.313944444,98.66666667,324.5142414,0.008874497,13.73329998,0.020862667,1.08012345,19.38266789,0.013391644,4.777283984
10.56,1000,0.3186,100.4444444,324.8486068,0.007559538,12.58939471,0.020591058,0.801233617,18.65252508,0.014865013,3.037058254
10.84555556,1000,0.319011111,102,329.2097493,0.01373823,4.861570562,0.020428612,0.849836586,18.59384765,0.012640652,2.004390946
11.13083333,1000,0.318233333,103.2222222,334.3900495,0.002758462,14.09596186,0.02069786,0.702728369,19.41835577,0.020308058,3.492060611
11.41611111,1000,0.319555556,104.8888889,338.1431536,0.039810244,6.965805625,0.02044706,0.633430792,19.51330328,0.04464618,2.245705147
11.70166667,1000,0.322555556,105.6666667,337.0639519,-0.048404222,4.376682211,0.020027475,0.471404521,19.29758855,0.038030867,3.492590669
11.98694444,1000,0.321177778,106.2222222,340.6319721,0.01734851,9.360307053,0.020119965,0.400616808,20.00117903,0.01229638,3.680410511
12.2725,1000,0.319311111,106.6666667,344.4914668,0.020767922,16.58390712,0.020329818,0.372677996,20.73094062,0.00960957,7.142274373
12.55777778,1000,0.326322222,107.1111111,337.3843896,0.021134303,47.21796113,0.01922254,0.260578653,19.76339483,0.018687881,29.41195178
12.84333333,1000,0.322611111,107.8888889,344.758038,0.069122893,100.5303784,0.019923084,0.454741821,21.29122048,0.021902585,58.89739085
13.12861111,1000,0.321611111,108.5555556,348.2724349,0.10186772,177.4667326,0.020149755,0.503076952,21.87931869,0.031898453,78.9983596
13.41416667,1000,0.323488889,109.1111111,347.5099818,0.033961557,264.6173913,0.019786713,0.563827309,21.38161828,0.053012837,97.82283611
13.69944444,1000,0.325,109.7777778,347.8965547,0.105915553,327.4518165,0.019649696,0.618640485,21.44684418,0.037301071,115.0422667
13.98472222,1000,0.325244444,110.3333333,349.2235436,0.133320526,386.5414167,0.019629139,0.707106781,21.33243608,0.052899571,126.6905215
14.27027778,1000,0.326711111,111.3333333,350.1971692,0.17097965,419.8917387,0.019228657,0.666666667,20.58765565,0.050275077,124.5638571
14.55555556,1000,0.325733333,112,353.7074787,0.192130879,444.2876289,0.019554191,0.600925213,21.06487703,0.050172945,114.2207554
