time,Hg,od,fluorescence,phi,growth_rate,production_rate,od_se,fluorescence_se,phi_se,growth_rate_se,production_rate_se
2.436944444,10,0.182677778,33,181.5218055,0.447631639,85.47805616,0.001897204,4.980517599,28.34310119,0.056870447,33.12905638
2.707777778,10,0.221988889,35.66666667,160.6605621,0.363633677,96.98904372,0.001701506,5.522680509,24.93374455,0.04391974,37.69046367
2.978611111,10,0.260566667,38.22222222,145.7063498,0.232556497,84.78689697,0.002901867,5.844697924,21.39739709,0.023752569,31.70709888
3.249444444,10,0.2918,41.44444444,140.5703886,0.164961687,18.63017142,0.004702836,5.771363961,17.81409486,0.011164878,15.20590868
3.520277778,10,0.314488889,44,138.102267,0.108424514,38.50397916,0.006218687,6.298147876,17.56611815,0.018800899,12.26805275
3.790833333,10,0.333533333,48.22222222,142.7362226,0.121354303,22.45884151,0.007707248,6.143600505,15.64744139,0.010811314,14.3282068
4.061666667,10,0.351555556,54.33333333,151.4030129,0.110753346,16.78836358,0.009901404,8.173466557,19.2676437,0.015301049,17.40325749
4.3325,10,0.362888889,57.22222222,154.4964849,0.094569706,26.13008203,0.011576682,8.058428606,17.51075575,0.009058431,15.94620101
4.603333333,10,0.378177778,61.11111111,156.5394338,0.079080226,22.16713062,0.014032599,10.31375086,20.9263451,0.013813901,11.62457113
4.874166667,10,0.392833333,66,161.9747368,0.0626573,7.741951262,0.015328015,12.22247474,23.67647653,0.007964728,11.36040454
5.145,10,0.405233333,70.33333333,166.674358,0.05452745,15.75870005,0.016735632,13.29682502,24.62169087,0.006794545,9.245057892
5.415555556,10,0.413666667,73.11111111,169.7646284,0.031124657,-1.896489623,0.017295415,13.46130715,24.10248993,0.008605626,8.105476326
5.686388889,10,0.421755556,74.33333333,168.9139297,0.026737085,17.57839149,0.018170054,14.03269991,24.62961478,0.010155405,11.22576413
5.957222222,10,0.4297,78.55555556,174.6938577,0.018190772,6.34804209,0.01902994,15.25169491,25.95459498,0.014207242,9.617086872
6.228055556,10,0.437988889,78.77777778,171.8869567,-0.021057834,9.714274301,0.020526828,14.91436461,24.36569247,0.017783697,10.96821595
6.498888889,10,0.443333333,79.11111111,170.7409111,-0.013321334,9.671223348,0.020294902,14.99670746,24.47056862,0.004700991,10.6441789
6.769444444,10,0.446677778,80.66666667,172.4144605,-0.022482008,-2.360324953,0.021027481,15.75683273,25.67812914,0.005345583,9.811913888
7.040277778,10,0.450622222,81.44444444,171.7684668,-0.013419111,7.924014631,0.023125526,16.22250761,25.47570106,0.010349852,6.595199658
7.311111111,10,0.451777778,82.66666667,174.3064187,-0.027754578,-8.207898314,0.024443533,15.78941277,24.2410528,0.012322621,10.18179181
7.581944444,10,0.450855556,83.66666667,175.3389503,-0.0187916,0.441756618,0.025903663,16.88687854,25.34920108,0.00556655,8.569926231
7.852777778,10,0.448055556,84.33333333,177.8521474,-0.008916782,-1.715481162,0.026363596,16.89016808,25.26523032,0.005057636,7.844663439
8.123611111,10,0.447677778,86,181.1143371,-0.011828553,4.602828889,0.026577281,17.46265857,25.85087578,0.003082066,10.38767401
8.394166667,10,0.4483,88.55555556,185.6574138,-0.013815312,-1.167362475,0.027248914,18.55181266,27.56003256,0.005278782,8.669843556
8.665,10,0.444288889,85.88888889,181.4694419,-0.006030974,2.997872831,0.026339527,18.13257079,27.43462077,0.002585709,9.783175903
8.935833333,10,0.441455556,86.33333333,184.535598,-0.006004015,10.58643264,0.025894187,17.41008648,26.25926388,0.003241947,5.805127526
9.206666667,10,0.439677778,86.55555556,185.0077691,-0.00961118,13.75748823,0.025761291,18.37503674,28.5522447,0.003206158,9.072292709
9.4775,10,0.439355556,86.33333333,185.0431972,-0.001364649,0.528220741,0.026372919,17.71298958,26.90275512,0.003049816,9.905093721
9.748333333,10,0.435733333,87.44444444,190.0788239,-0.010713353,3.968390337,0.024996289,17.22813519,26.6284783,0.001861689,9.668869482
10.01888889,10,0.4348,87.55555556,190.5535465,-0.001982011,-0.300660613,0.025048564,17.3766375,26.72047447,0.001871545,12.33674449
10.28972222,10,0.434155556,87.44444444,189.7623467,-0.007608722,-6.581868036,0.024915931,18.17286676,28.52688932,0.003766492,11.79032546
10.56055556,10,0.432688889,89,194.3203696,-0.000544736,12.43595124,0.024842406,17.94977561,27.90582369,0.002086946,13.68608798
10.83138889,10,0.432888889,89.55555556,195.6867261,-0.003189865,-7.414356124,0.025120153,17.96378387,28.06503263,0.001534183,11.5660936
11.10222222,10,0.432755556,91.22222222,198.8924745,-0.002694882,7.284137324,0.025255039,18.41253934,28.36321745,0.001888054,6.579553458
11.37277778,10,0.432411111,90.77777778,198.179886,-0.007818358,10.08048348,0.025197439,18.47203425,28.84767663,0.002819957,11.0897303
11.64361111,10,0.431622222,90.44444444,197.7889716,0.000488458,-13.74747681,0.025191879,18.39543355,28.6420379,0.002264904,10.42203589
11.91444444,10,0.430911111,91.33333333,199.9496328,-0.004587686,4.065975568,0.024914506,18.45489998,28.60711001,0.001193445,11.08108358
12.18527778,10,0.430522222,90.88888889,198.719993,-0.007652074,12.02788539,0.02502916,18.89844529,29.80178762,0.002199385,8.122191937
12.45611111,10,0.430044444,90.33333333,198.3395335,-0.002440287,4.732038405,0.025083179,18.31893374,28.66831886,0.001224847,13.67233185
12.72694444,10,0.429988889,91.33333333,200.5698233,-0.004836178,-6.652772823,0.025216719,18.40591692,28.50859131,0.002143231,13.32216842
12.9975,10,0.429488889,93,204.2892159,-0.008032702,-14.99555217,0.025313086,18.80898131,29.124753,0.002479863,8.303588463
13.26833333,10,0.429066667,91.22222222,201.194577,-0.002170753,30.56297927,0.025382212,17.8401683,27.40438342,0.002167665,9.523334331
13.53916667,10,0.428411111,93.22222222,205.3028032,NA,NA,0.025301501,18.71257582,28.93073107,NA,NA
13.81,10,0.428088889,93.77777778,207.6246335,NA,NA,0.025242532,18.16726129,28.01899131,NA,NA
14.08083333,10,0.427933333,93.11111111,205.6969356,NA,NA,0.025272449,18.38586749,28.45998607,NA,NA
14.35138889,10,0.427177778,94.33333333,208.9743537,0.018027913,8.515529636,0.025243425,18.61376432,29.15621176,0.012273254,11.25717955
14.62222222,10,0.426544444,93,206.3068021,0.022061897,16.28771645,0.02526366,18.25437543,28.43244154,0.012629111,15.29009578
14.89305556,10,0.426066667,91.77777778,204.1189737,0.034644895,26.25622237,0.025124816,17.48314885,26.74584803,0.013971911,12.80317628
15.16388889,10,0.425855556,94.66666667,211.1755175,0.056487324,24.67079587,0.025074623,17.92577288,27.62069039,0.022114765,14.16471881
15.43472222,10,0.425,95.11111111,212.3021994,0.080825756,22.90515386,0.025071437,18.04196069,27.82656137,0.021430274,11.52995773
15.70555556,10,0.424888889,95.66666667,213.7126775,0.115843297,11.4841764,0.025056866,18.32651388,28.71925926,0.029250712,6.672488302
0,25,0.010766667,7.555555556,707.4860295,6.671283381,2042.611271,0.000536967,1.74889736,158.7561614,1.242456809,367.0682985
0.270833333,25,0.013355556,6,453.4292274,6.717697317,2037.816432,0.000394444,0.971825316,73.59582471,1.264026095,543.7911946
0.541666667,25,0.019333333,10.88888889,572.3780187,5.536781427,1747.191579,0.00044441,1.62826121,92.18192948,0.837598812,434.345138
0.812222222,25,0.029811111,21.33333333,738.0047887,3.803530483,1126.944444,0.00129716,2.915475947,119.9219729,0.625995897,266.2551205
1.083055556,25,0.044644444,28.88888889,664.0870822,2.415676736,600.9882219,0.001658322,3.867400952,104.8751907,0.297585394,137.0923944
1.353888889,25,0.060088889,36.11111111,605.6552255,1.961995639,566.4726342,0.001306867,4.866108542,88.14995685,0.156232077,153.8899946
1.624722222,25,0.080866667,39.88888889,495.1803204,1.576255396,525.3108991,0.001178865,5.146315954,67.0449034,0.084646631,179.7965778
1.895555556,25,0.107066667,43.55555556,406.6245564,0.90067281,450.5075899,0.001456308,5.632522405,53.04346949,0.150818702,76.07775892
2.166388889,25,0.141044444,48.88888889,346.9944996,0.718919109,393.6095372,0.002123749,5.808146684,41.77367233,0.075343336,86.42311833
2.436944444,25,0.179888889,55.33333333,307.6698062,0.425259683,192.265295,0.002621145,6.107827401,34.13234829,0.060467916,55.0124181
2.707777778,25,0.219577778,64.77777778,293.7680711,0.341661138,333.8004799,0.002814288,7.903546633,34.32617516,0.034594664,75.32972803
2.978611111,25,0.256988889,75.88888889,293.3665894,0.240912851,188.6057781,0.003695434,9.419902754,33.91481672,0.029039848,43.63215359
3.249444444,25,0.285088889,86.44444444,300.9049706,0.176648028,130.6557999,0.004190646,9.312642409,28.66223676,0.015252555,33.44356233
3.520277778,25,0.308577778,97.33333333,312.8222798,0.133528133,102.7306317,0.005814345,9.846036992,27.02104706,0.011266796,20.75692452
3.790833333,25,0.327722222,109.7777778,330.9167922,0.095143,106.7326809,0.007154734,12.08968543,29.72436585,0.012085042,25.56355693
4.061666667,25,0.347544444,126.6666667,357.4415304,0.070172796,78.61436491,0.010067951,15.76388277,33.74808204,0.01945107,18.93020355
4.3325,25,0.355288889,137.4444444,379.3067298,0.09770736,33.84250461,0.010278814,17.71542886,38.06694127,0.01565313,22.06158063
4.603333333,25,0.369544444,147.4444444,389.6187197,0.072450137,55.86396795,0.011570306,20.46685064,41.65217055,0.009613233,28.49188642
4.874166667,25,0.383333333,160.6666667,406.5730985,0.056145066,59.11816362,0.013629635,25.09426672,48.9559314,0.013455725,14.32129602
5.145,25,0.395633333,172.8888889,421.9037268,0.062436657,62.06772479,0.015292845,29.13495631,54.89339571,0.011740583,17.50496229
5.415555556,25,0.403911111,179.6666667,428.0988364,0.033400335,19.14539665,0.015893775,31.79578938,58.8619988,0.007577997,14.92037036
5.686388889,25,0.410577778,190.4444444,446.4602653,0.020529711,47.13444022,0.016010524,33.32629555,60.32073061,0.008085065,19.22864929
5.957222222,25,0.416911111,197.2222222,454.7347879,0.00822109,20.56840261,0.016377054,35.2691153,63.07525801,0.009429624,13.93599459
6.228055556,25,0.423888889,200.2222222,453.2892447,0.006384707,18.52136083,0.017385806,36.07737741,62.61559373,0.013754352,19.13348868
6.498888889,25,0.429311111,207,461.8519738,-0.011132466,7.084357908,0.017810893,38.49567075,66.5509601,0.008344355,10.30075683
6.769444444,25,0.4338,211.4444444,465.6720572,-0.01271828,63.3781274,0.018532651,40.18364479,68.49761483,0.006358456,16.30933103
7.040277778,25,0.437244444,217.3333333,473.8678626,-0.02472397,-19.99674966,0.020578981,41.34610018,68.03779157,0.005292705,12.01865638
7.311111111,25,0.436911111,221.3333333,481.9087121,-0.017729508,10.37494121,0.021416417,42.37727378,68.85754115,0.004113622,15.74344844
7.581944444,25,0.437088889,225.5555556,490.3267661,-0.020758157,22.97961565,0.022948956,42.51963962,66.81654308,0.006325058,12.88029995
7.852777778,25,0.4346,229.4444444,499.9388798,-0.01018472,7.356318308,0.023856446,44.39003614,69.35720156,0.003259649,14.61987063
8.123611111,25,0.434466667,228.5555556,496.3663471,-0.008487321,2.715114886,0.024118095,45.98946471,72.48948466,0.001996928,26.50751191
8.394166667,25,0.434322222,230.4444444,500.1396873,-0.00927065,43.99397455,0.024705329,45.9680176,71.17383133,0.007832025,19.1426978
8.665,25,0.432188889,233.5555556,509.3717947,-0.013859901,-20.94714536,0.024677309,46.90448661,73.43933335,0.005296511,13.82401816
8.935833333,25,0.430788889,238.1111111,521.5288735,-0.003161206,12.69446266,0.024782305,46.93359506,72.89364048,0.001548013,22.81932838
9.206666667,25,0.428888889,237.3333333,522.171344,-0.001575398,18.19616786,0.02451804,46.87987012,73.40510616,0.004144281,18.42666606
9.4775,25,0.427277778,241,532.4752674,-0.007361239,32.80338707,0.024213293,47.25609896,74.0483678,0.003243417,18.26572568
9.748333333,25,0.425233333,240.6666667,535.2588751,-0.006114286,-30.50128651,0.023571664,46.77042038,74.06813237,0.003213914,19.9456184
10.01888889,25,0.423933333,239.8888889,534.6938834,-0.006466881,20.51295589,0.023606132,47.13410078,75.23562551,0.002443058,16.1287835
10.28972222,25,0.424322222,246.3333333,547.3789094,1.40E-05,0.235736374,0.023932966,49.22369574,78.25445543,0.002451539,11.65301558
10.56055556,25,0.422088889,245.4444444,548.8395514,-0.004742703,48.3261334,0.023379314,48.44960472,77.45052301,0.003924239,14.40429498
10.83138889,25,0.422666667,247.1111111,553.0328675,-0.003396354,3.789054878,0.023536048,47.72532651,75.44238583,0.002360879,14.18572744
11.10222222,25,0.422155556,248.5555556,556.2689067,-0.007455581,6.352943643,0.023728131,48.28736639,76.24665125,0.002178754,25.72241939
11.37277778,25,0.422144444,250.7777778,562.3912884,-0.002819384,10.67136916,0.0237451,48.05314702,75.62386304,0.002393675,17.39849951
11.64361111,25,0.421477778,250,560.8701461,-0.005243825,27.31671141,0.023785078,48.19462856,75.78445186,0.002806009,23.11530965
11.91444444,25,0.421455556,252.5555556,566.2473862,-0.003726456,-11.36441003,0.023696748,49.15681006,77.59868522,0.002857652,23.35732954
12.18527778,25,0.420211111,252.6666667,570.1337987,-0.000291278,5.448132591,0.023689194,47.1563593,73.46362299,0.003133345,17.32071823
12.45611111,25,0.4202,253.6666667,571.6399804,-0.005588606,6.179393902,0.023857092,48.13955408,75.60891965,0.003296269,20.19186188
12.72694444,25,0.419866667,254.5555556,573.7826645,-0.001208801,11.00022192,0.023787368,48.47711691,75.97542967,0.002191483,15.07475425
12.9975,25,0.419244444,259.1111111,585.8647471,-0.010578168,29.89101566,0.023808292,48.23162991,74.85192251,0.002376589,18.33980131
13.26833333,25,0.418955556,259.1111111,585.6914338,-0.003229209,-7.677446045,0.023982714,48.49869541,74.93092887,0.001870179,23.20742804
13.53916667,25,0.4185,261,590.3585273,NA,NA,0.023856166,49.28939485,77.01148355,NA,NA
13.81,25,0.417377778,260.4444444,591.5525426,NA,NA,0.023860682,48.74739626,76.3212095,NA,NA
14.08083333,25,0.417655556,260.4444444,590.7386154,NA,NA,0.02412162,48.88453263,75.93944173,NA,NA
14.35138889,25,0.417,261.3333333,594.2056446,0.013489139,26.60535344,0.023997795,48.36550653,74.81392223,0.011662815,11.08608353
14.62222222,25,0.416422222,263.2222222,598.9714386,0.023894674,19.6150527,0.024114748,48.76951968,75.19836899,0.014636011,22.69836903
14.89305556,25,0.416366667,265.5555556,604.8301493,0.0333189,23.74106512,0.024259695,48.81202923,74.94319298,0.015994432,15.65627539
15.16388889,25,0.415722222,265,606.0565519,0.050194128,44.08834151,0.024235527,47.13338048,71.46075063,0.018639823,17.75209737
15.43472222,25,0.414655556,267.6666667,611.8202371,0.085322844,32.34543081,0.024066673,49.76388695,77.33980571,0.023777157,10.08374828
15.70555556,25,0.4143,268.7777778,615.7911621,0.124494194,39.24807383,0.02421373,48.7475862,74.64646648,0.026964661,9.821995822
0,50,0.009788889,7.444444444,211.5982509,5.775551672,2035.686502,0.001809577,1.537594723,426.7459344,1.578722026,1364.412657
0.270833333,50,0.0126,6.666666667,-89.12880538,2.830364373,-1822.075015,0.00181766,0.957427108,570.072104,3.811582556,5538.673255
0.541666667,50,0.0188,14.33333333,1457.949432,7.762093732,9388.476282,0.002300543,1.848422751,741.2881047,2.32570181,6538.530022
0.812222222,50,0.028422222,30.44444444,1182.659644,3.238835778,1662.064064,0.002430751,3.819217165,214.1976706,0.735566912,463.9825249
1.083055556,50,0.042122222,46.66666667,1207.207648,2.540356413,1448.289853,0.002898983,5.005552473,207.0132481,0.23910368,397.7418522
1.353888889,50,0.056233333,55.11111111,1116.233591,2.057089276,1377.021728,0.00475266,6.56895993,224.9951072,0.145741784,366.3573957
1.624722222,50,0.075633333,60.22222222,856.857673,1.520765174,1276.71852,0.005698733,6.620208493,126.8905461,0.10981599,272.9665908
1.895555556,50,0.100277778,66.55555556,702.4137847,0.976348181,1440.469729,0.007200555,6.629293391,88.18102573,0.135924245,322.8581976
2.166388889,50,0.131088889,76.66666667,621.6037677,0.811698394,1062.076484,0.009765677,6.211548385,73.43135324,0.097323786,189.8850933
2.436944444,50,0.1681,94.77777778,602.069355,0.499611001,900.9791936,0.01239228,7.227989151,75.02171397,0.060388365,216.7771706
2.707777778,50,0.205766667,116.2222222,592.9918002,0.359337136,732.838427,0.014838201,9.335978461,62.62202252,0.04601816,140.9743355
2.978611111,50,0.2421,141.6666667,617.14582,0.224530031,625.9815154,0.017803729,11.10680472,68.34012819,0.031643761,89.13507117
3.249444444,50,0.270477778,168,655.5756444,0.176865261,430.9394413,0.019596101,11.39322411,70.52858474,0.012871176,102.4396373
3.520277778,50,0.293344444,197.6666667,709.8895618,0.130890635,362.1254101,0.022260017,13.40501565,71.7698898,0.010139974,80.56917944
3.790833333,50,0.312133333,229.1111111,770.9146797,0.110033591,237.2762012,0.024312794,16.44557053,74.5344023,0.019969599,74.62077475
4.061666667,50,0.3322,268.4444444,840.5936098,0.064411877,247.6487667,0.027360454,24.24476525,75.98773174,0.038710521,78.35035751
4.3325,50,0.343488889,306.8888889,916.2980641,0.085896001,181.0752448,0.028696218,34.38040642,80.81024304,0.019035778,43.23383973
4.603333333,50,0.355266667,332.7777778,961.320128,0.072568972,124.4820649,0.031970833,41.67559164,90.97342052,0.017969863,50.25664783
4.874166667,50,0.367777778,368.8888889,1012.064251,0.069086336,190.1148452,0.034223659,55.52713162,100.7525681,0.009563172,55.90941312
5.145,50,0.378411111,402.8888889,1062.472334,0.05561874,188.275307,0.036024276,65.88172155,107.9469508,0.011561634,33.96908501
5.415555556,50,0.386766667,426.7777778,1094.265682,0.018791286,105.226445,0.037104563,74.5368622,119.8147033,0.013539636,88.40173019
5.686388889,50,0.396488889,454.6666667,1132.225977,0.021933341,113.3391859,0.038844367,82.07279966,125.9374158,0.010034199,43.8838007
5.957222222,50,0.403288889,479.5555556,1160.662451,0.001010333,111.6028047,0.040359033,91.43168535,131.8912418,0.00922356,44.29503469
6.228055556,50,0.410955556,496.3333333,1179.287576,-0.009745715,25.73482546,0.041992387,93.67541478,128.8541488,0.01189776,41.09098345
6.498888889,50,0.4163,506.4444444,1187.397829,-0.006882977,91.52498657,0.042571349,97.85407377,135.7874257,0.0066763,39.13583952
6.769444444,50,0.420022222,520.6666667,1201.671848,-0.011970891,19.58039098,0.043636812,104.5677611,141.8238017,0.005275541,56.9645701
7.040277778,50,0.425477778,542.1111111,1235.49973,-0.009100735,89.31353086,0.04549803,110.609981,146.5330126,0.007289573,52.59228505
7.311111111,50,0.426777778,559.6666667,1257.332798,-0.01635046,-11.69088484,0.04647704,117.7612934,149.5349368,0.005240302,36.00955395
7.581944444,50,0.426744444,572.3333333,1287.308441,-0.008993833,66.97471514,0.047167091,120.6107145,152.0813394,0.006452967,39.76567797
7.852777778,50,0.425077778,590.4444444,1325.465513,-0.016473018,-31.77850602,0.047525846,125.2310211,153.3713485,0.002570195,44.21656743
8.123611111,50,0.424433333,595.7777778,1341.039324,-0.005554901,68.44138092,0.047678836,126.6572121,156.7203699,0.00495268,30.66771823
8.394166667,50,0.424377778,595.4444444,1337.592707,-0.007379982,40.38838057,0.047647461,128.5652786,160.5680988,0.006876893,26.91684149
8.665,50,0.423688889,606.5555556,1363.51265,-0.003823326,42.91626792,0.047531862,131.8693705,165.3471191,0.005745474,28.14838614
8.935833333,50,0.4227,611.5555556,1381.236223,-0.010585757,13.67132029,0.047469417,130.3969486,161.6277339,0.005650639,29.878988
9.206666667,50,0.421388889,616.5555556,1395.197762,-0.006889833,49.8981199,0.047337947,131.0648812,161.4971124,0.006804085,22.23628238
9.4775,50,0.419633333,623.6666667,1417.706744,-3.10E-05,-30.98734073,0.04699857,133.4849138,166.7164941,0.007904407,47.53059426
9.748333333,50,0.418188889,623.2222222,1423.857716,-0.013309841,73.24099727,0.04642419,129.7916897,160.7946302,0.009811452,23.91190918
10.01888889,50,0.416555556,622.5555556,1420.682629,-0.000241434,-7.439852802,0.046151884,130.5483213,160.3237107,0.004058336,37.42108837
10.28972222,50,0.415933333,626.7777778,1438.795567,-0.004187615,18.2953404,0.045847065,128.0858846,155.9667228,0.003655761,20.27908376
10.56055556,50,0.413822222,633.5555556,1460.052482,-0.003275697,-9.103957741,0.045112938,130.0768054,161.6805879,0.002208834,11.62553695
10.83138889,50,0.414488889,635.2222222,1460.48131,-0.002916197,75.00475144,0.045435166,129.2065291,157.3001549,0.001997627,31.82546035
11.10222222,50,0.414,638.8888889,1470.718506,-0.002589593,78.37366429,0.045305626,129.5469075,157.7292479,0.002071637,25.61154679
11.37277778,50,0.414166667,637.5555556,1468.752889,-0.001734169,-35.9788387,0.045288001,127.4032434,153.7793078,0.002368058,26.81740317
11.64361111,50,0.411511111,643.7777778,1494.396576,-0.003406961,53.59680123,0.044358027,127.9641636,157.3213019,0.002879726,24.84877137
11.91444444,50,0.4119,645.7777778,1497.265592,-0.000255767,-36.41592074,0.044708264,126.1330622,151.1682169,0.003442742,25.76313905
12.18527778,50,0.409944444,641.3333333,1494.313791,-0.00690929,87.84487591,0.043922562,125.2460911,152.4555941,0.003307044,31.77405083
12.45611111,50,0.409722222,645.2222222,1502.653199,-0.003985162,23.25738896,0.043978065,123.7410802,147.5091022,0.002649979,25.43107545
12.72694444,50,0.409711111,652.1111111,1523.414706,-0.009825491,19.57735275,0.043826905,124.1493774,148.8657529,0.004544249,32.53687276
12.9975,50,0.408811111,651.7777778,1524.132566,-0.002423098,14.31892512,0.043731985,125.0486325,150.5128972,0.002163712,30.35292268
13.26833333,50,0.408033333,651.5555556,1524.647816,-0.002696629,11.46861264,0.043937844,125.5553343,151.1914743,0.005201546,32.61530557
13.53916667,50,0.407711111,658.7777778,1546.872381,NA,NA,0.043898078,125.491675,150.2845019,NA,NA
13.81,50,0.407222222,663.1111111,1554.860265,NA,NA,0.043623836,126.1311536,151.102318,NA,NA
14.08083333,50,0.406733333,666.8888889,1569.608944,NA,NA,0.043727975,126.0073239,150.1489341,NA,NA
14.35138889,50,0.405911111,671.5555556,1582.573472,0.009077789,47.28950155,0.043774207,125.9809411,147.8391674,0.013486919,13.62191509
14.62222222,50,0.4059,669.5555556,1573.656638,0.025231988,70.80617665,0.043495811,126.3277386,149.9523441,0.010251909,29.59040254
14.89305556,50,0.405355556,671.7777778,1582.809476,0.028897958,56.59052537,0.043598134,126.1614682,149.237765,0.015823055,52.86433986
15.16388889,50,0.405111111,677.5555556,1600.148755,0.056376227,85.31703503,0.043478259,125.8440515,147.5609025,0.017815724,45.24185131
15.43472222,50,0.404044444,674.1111111,1592.085139,0.080528826,69.22369008,0.043455987,125.7745386,148.1232496,0.020857799,24.43969233
15.70555556,50,0.404488889,677.3333333,1602.892904,0.130414878,74.88373363,0.04350541,126.5326045,149.4448526,0.022075784,19.43476079
0,125,0.011833333,7.111111111,599.9681885,5.993076886,5726.730302,0.000639227,1.602467234,128.5908193,1.085935636,1273.510542
0.270833333,125,0.014644444,8.444444444,582.9902879,6.11157868,6693.340353,0.000559789,1.106936603,77.13683851,0.993127161,1152.522024
0.541666667,125,0.020644444,21.11111111,1021.039664,5.035452738,5204.932973,0.000683762,1.645232544,71.42010588,0.772007438,1152.325913
0.812222222,125,0.031288889,45.55555556,1452.117447,3.623224139,4022.500428,0.001371784,3.54381743,92.42041363,0.609111056,844.8971162
1.083055556,125,0.045644444,66,1445.938976,2.265973313,2660.685653,0.001535425,4.317277949,82.9716096,0.312745247,562.4752716
1.353888889,125,0.060811111,77.22222222,1273.27643,1.956255425,2811.373626,0.001147031,4.118986451,72.09037979,0.151176332,622.1719185
1.624722222,125,0.080711111,88.33333333,1097.296747,1.504166859,2565.865798,0.00110094,4.149966533,56.40008689,0.075551778,529.3301445
1.895555556,125,0.106733333,101.3333333,950.8381004,1.095696418,2690.5052,0.001244209,3.395258131,34.93301284,0.075385994,454.7705976
2.166388889,125,0.138933333,125.4444444,905.0024033,0.706621018,2487.136268,0.001646376,4.340094441,37.2424203,0.097021667,314.7721246
2.436944444,125,0.177244444,165.6666667,934.9914367,0.536497526,1978.936731,0.002100206,6.227180564,35.26883072,0.064666164,295.7606171
2.707777778,125,0.215355556,214.8888889,997.973905,0.33820263,1556.957224,0.003031186,10.05187164,46.04294158,0.035814872,237.961268
2.978611111,125,0.253077778,269,1064.786001,0.282554597,1739.662781,0.0042529,10.80380591,45.83427746,0.055569829,582.4741437
3.249444444,125,0.285966667,333.7777778,1172.014419,0.18316642,1016.401759,0.005905694,12.13440675,51.65466743,0.010911597,109.754801
3.520277778,125,0.309233333,404.1111111,1313.441761,0.153757215,935.4852453,0.007068651,12.25815425,53.40697031,0.009679516,172.7333798
3.790833333,125,0.330911111,491.4444444,1493.518593,0.106404702,767.78731,0.009731513,15.18507227,56.2579682,0.016357008,112.3599131
4.061666667,125,0.348355556,570.4444444,1644.316245,0.108879659,543.9165913,0.011547187,21.13719149,57.2051047,0.014340905,101.1873061
4.3325,125,0.365188889,659.3333333,1804.256886,0.093044114,538.0434506,0.013763806,35.5238574,60.53237578,0.011604291,63.07713799
4.603333333,125,0.375722222,732.7777778,1940.021905,0.042877721,512.5201395,0.014980708,49.66045201,70.45886007,0.013561067,89.78521065
4.874166667,125,0.396066667,840.1111111,2087.321744,0.047271315,306.2898547,0.019283189,93.53244304,136.2852215,0.013528815,76.42483234
5.145,125,0.403955556,910.6666667,2207.555964,0.057954491,374.3282253,0.020867526,109.035672,150.6144296,0.005137976,95.00139289
5.415555556,125,0.412977778,978.8888889,2313.73187,0.047716134,329.7850819,0.021822738,126.9159219,178.6604301,0.008979436,31.98649695
5.686388889,125,0.421555556,1045.111111,2412.76844,0.029605463,318.0540884,0.023485428,141.1695636,190.4814357,0.00888151,55.65623453
5.957222222,125,0.428688889,1107.333333,2508.792583,0.013607858,288.1117544,0.024067056,153.6366565,205.130026,0.00977632,54.18674828
6.228055556,125,0.436177778,1150.777778,2561.017795,0.011931376,196.8816793,0.025859711,160.1101858,203.98334,0.012406899,50.45650625
6.498888889,125,0.443755556,1190.777778,2597.766859,-0.003993144,234.084529,0.025770063,174.4364559,230.1720546,0.007104263,39.00983596
6.769444444,125,0.447888889,1236.555556,2670.208749,0.000640346,122.4022215,0.025966856,182.1123822,237.8107066,0.006928799,50.46173953
7.040277778,125,0.451433333,1275.222222,2728.326845,-0.008189331,78.98780348,0.027088353,189.6747053,242.4383436,0.006653527,45.0852439
7.311111111,125,0.4543,1313.444444,2790.622456,-0.024214456,191.6852341,0.028251136,194.2734407,238.2972933,0.004543061,46.46786688
7.581944444,125,0.454966667,1355.888889,2871.663291,-0.018122588,77.66347965,0.029888162,204.7782299,244.2468845,0.004891956,46.87501229
7.852777778,125,0.453622222,1385.555556,2938.760652,-0.005362193,136.4217615,0.030874548,213.3076229,251.5382072,0.004571406,35.41009246
8.123611111,125,0.453988889,1406,2977.630847,-0.010174965,132.2650872,0.031401754,217.6432478,253.0003889,0.005714027,50.65632774
8.394166667,125,0.453422222,1422.888889,3010.999228,-0.009011073,53.96316046,0.031359833,225.3800152,264.7636482,0.005273434,46.13818932
8.665,125,0.452122222,1443.777778,3065.934413,-0.008404631,108.3510723,0.031529637,226.301285,263.5328691,0.003817538,38.89329178
8.935833333,125,0.4516,1460.555556,3107.47696,-0.004700915,84.00486332,0.031848683,226.6210194,259.4101582,0.003529961,43.72273423
9.206666667,125,0.449322222,1475.444444,3159.016264,-0.006988729,78.52229611,0.031605251,225.60949,258.5945334,0.00146366,45.95921345
9.4775,125,0.448811111,1493.888889,3203.365714,-0.008302011,121.2832855,0.03164097,225.9405308,255.3660917,0.004563151,66.17396709
9.748333333,125,0.4469,1509.111111,3250.702136,-0.000649884,57.53037957,0.031188459,228.3351244,262.0195216,0.00297721,52.49163224
10.01888889,125,0.446255556,1514.666667,3271.760166,-0.006908919,187.3820601,0.031185302,225.4186229,255.994343,0.002004443,43.74794448
10.28972222,125,0.445855556,1536.666667,3323.549244,-0.001618994,24.91318705,0.031392033,227.4855917,255.2285521,0.001441859,39.84023892
